411
-1,2504,2504,2504,3001,4665,7363,
-1,2505,2505,2505,24026,27039,27740,
-1,2504,2504,2504,40041,40458,41201,
1,2505,2505,2504,56054,57106,59388,
1,2504,2504,2505,73070,75224,78883,
-1,2504,2504,2505,97090,99185,103787,
1,2504,2504,2504,118110,118687,119939,
-1,2504,2504,2504,133122,135689,136879,
-1,2504,2504,2504,153140,157041,158605,
