135
-1,2061,2061,2061,11016,11805,12622,
-1,2062,2062,2062,26031,26672,27422,
1,2061,2061,2061,44043,44896,46466,
-1,2062,2062,2062,62062,62174,63447,
-1,2062,2062,2062,78075,79836,81694,
1,2061,2061,2061,97096,99083,100480,
1,2061,2061,2061,114115,114510,116020,
1,2061,2061,2061,131150,131880,132773,
