410
-1,2503,2503,2503,13017,16913,17603,
-1,2506,2506,2506,33036,33242,34043,
-1,2503,2503,2503,47050,48107,49104,
-1,2503,2503,2506,64067,65322,68228,
-1,2506,2506,2503,84079,87204,91527,
1,2506,2506,2503,109101,109809,112414,
1,2506,2506,2506,126118,126693,127888,
1,2506,2506,2503,143131,144443,147574,
1,2506,2506,2506,165148,166795,167647,
