1873
-1,1873,1873,1873,12054,12162,13171,
-1,1873,1873,1873,28051,28528,29061,
-1,1874,1874,1874,42063,43727,44247,
-1,1874,1874,1874,85108,85498,86446,
1,1874,1874,1874,100114,100751,101723,
0,1873,-1,-1,117143,-1,-1,
0,1874,-1,-1,117145,-1,-1,
-1,1873,1873,1873,187209,188279,189532,
-1,1874,1874,1874,205215,208036,226722,
