156
-1,2100,2100,2100,10015,10436,12420,
-1,2101,2101,2101,26031,26980,28645,
1,2100,2100,2100,43044,59256,60420,
-1,2101,2101,2101,76079,86988,88445,
-1,2101,2101,2101,115114,134167,135895,
1,2100,2100,2100,151140,151814,153234,
-1,2101,2101,2101,173160,175164,176836,
-1,2100,2100,2100,191171,191684,193094,
1,2101,2101,2101,209189,209917,210946,
-1,2101,2101,2101,225204,225937,227987,
